feature,importance
DEP_HOUR,0.097834475
DAY_OF_YEAR,0.090606034
ROUTE_TE,0.07192699
MONTH,0.06900136
DAY_OF_WEEK,0.0648372
ORIGIN_TE,0.05900084
IS_HOLIDAY,0.057812408
DEST_TE,0.056410234
DEST_TIER_large_hub,0.05622185
OP_UNIQUE_CARRIER_TE,0.054027606
ORIGIN_TIER_large_hub,0.050984483
ORIGIN_TIER_small_hub,0.048935905
ORIGIN_TIER_non_hub,0.046727188
ORIGIN_TIER_medium_hub,0.046465125
DEST_TIER_non_hub,0.04556598
DEST_TIER_medium_hub,0.042505268
DEST_TIER_small_hub,0.041137002
