feature,importance
DEP_HOUR,0.10325979
DAY_OF_YEAR,0.1016755
DAY_OF_WEEK,0.07424232
ORIGIN_TE,0.070406325
IS_HOLIDAY,0.06643409
DEST_TE,0.06586898
OP_UNIQUE_CARRIER_TE,0.063266516
MONTH,0.06308827
ORIGIN_TIER_large_hub,0.061988525
ORIGIN_TIER_medium_hub,0.061206438
DEST_TIER_large_hub,0.059280165
ORIGIN_TIER_small_hub,0.052133538
ORIGIN_TIER_non_hub,0.04705961
DEST_TIER_small_hub,0.044736758
DEST_TIER_medium_hub,0.03433554
DEST_TIER_non_hub,0.031017624
